start time,end time,texto,asset,prompt,caminho
"00:05:10,411","00:05:13,826","waiting. It looks legitimate, the logo is there, the tone",imagem,"Cartoon stick-figure scene of a stick figure hovering their mouse over an urgent-looking email link that says ""Verify Your Details,"" the computer screen glowing deceptively.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0094.png
"00:05:13,826","00:05:17,242","is urgent, and there's a convenient link to ""verify your",avatar,,
"00:05:17,242","00:05:20,657","details."" Click that link, and you're not going to your",imagem,"Cartoon stick-figure scene of a stick figure clicking a link, instantly teleported from a genuine bank website to an identical, but subtly sinister, replica website.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0096.png
"00:05:20,657","00:05:24,072",bank's website. You're going to a meticulously crafted replica designed,imagem,"Cartoon stick-figure scene of a stick-figure ninja swiftly stealing login credentials from a computer screen displaying a fake bank website, while a stick-figure user looks on confused.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0097.png
"00:05:24,072","00:05:27,487",to steal your login credentials faster than a ninja in,avatar,,
"00:05:27,487","00:05:30,903","a dark alley. Once they have your username and password,",imagem,"Cartoon stick-figure scene of a stick-figure hacker proudly holding a giant key labeled ""Digital Kingdom"" with a username/password tag, standing before a locked castle gate.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0099.png
"00:05:30,903","00:05:34,318",they've got the keys to your digital kingdom. This isn't,imagem,"Cartoon stick-figure scene of a stick-figure hacker using a giant key to unlock a castle gate, while a stick-figure user sadly watches a broken Netflix logo on a screen.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0100.png
"00:05:34,318","00:05:37,733",just about losing a Netflix account; it can lead to,avatar,,
"00:05:37,733","00:05:41,149","identity theft, drained bank accounts, or even your entire professional",imagem,"Cartoon stick-figure scene of a distressed stick-figure, surrounded by an empty wallet, a smashed network server, and a ""stolen identity"" sign, representing severe consequences.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0102.png
"00:05:41,149","00:05:44,564","network being compromised. Always, always check the sender's email address",imagem,"Cartoon stick-figure scene of a stick-figure carefully scrutinizing an email address on a computer screen with a magnifying glass, while a suspicious link hovers showing a deceptive URL.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0103.png
"00:05:44,564","00:05:47,979",and hover over links to see where they actually lead.,imagem,"Cartoon stick-figure scene of a stick-figure hovering a mouse over a link that reveals a misleading URL, then turning to confidently type an official website address into a browser.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0104.png
"00:05:47,979","00:05:51,394","If in doubt, go directly to the company's official website,",avatar,,
"00:05:51,394","00:05:54,810",don't click the link in the email. It's the oldest,imagem,"Cartoon stick-figure scene of a stick-figure resisting the urge to click a glowing ""TRAP"" link in an email, while a mischievous stick-figure behind a large, old book chuckles.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0106.png
"00:05:54,810","00:05:58,225","trick in the book, and yet, it still ensnares millions",imagem,"Cartoon stick-figure scene of countless stick-figures being caught in a giant net labeled ""Phishing,"" while a stick-figure villain gleefully holds an ancient ""Scam Book.""",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0107.png
"00:05:58,225","00:05:59,250",every single day.,avatar,,
"00:05:59,250","00:06:04,140","Number 5, The Fake Online Store or Social Media Ad.",imagem,"Cartoon stick-figure scene of a stick-figure happily scrolling a social media feed, suddenly encountering a brightly colored, suspicious-looking ""Too Good To Be True Sale"" ad.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0109.png
"00:06:04,140","00:06:07,563","You’re scrolling through Instagram or Facebook, and suddenly, there it",avatar,,
"00:06:07,563","00:06:10,986","is: that designer bag you’ve been eyeing, but for 90%",imagem,"Cartoon stick-figure scene of a stick-figure excitedly pointing at a glamorous designer bag with a ""90% OFF"" tag on a fake online store, next to a cheap gaming console.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0111.png
"00:06:10,986","00:06:14,409",off! Or maybe it’s a brand-new gaming console for half,imagem,"Cartoon stick-figure scene of a stick-figure scratching their head in disbelief, looking at an impossibly low price tag on a desired item, surrounded by giant question marks.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0112.png
"00:06:14,409","00:06:17,833","the price. It seems too good to be true, and",avatar,,
"00:06:17,833","00:06:21,256",guess what? It absolutely is. These fake online stores pop,imagem,"Cartoon stick-figure scene of numerous identical fake online store websites sprouting like mushrooms from the ground, each displaying stolen, high-quality product images.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0114.png
"00:06:21,256","00:06:24,679","up like mushrooms after rain, often using stolen product images,",imagem,"Cartoon stick-figure scene of characters reacting to: up like mushrooms after rain, often using stolen product ima",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0115.png
"00:06:24,679","00:06:28,103","professional-looking websites, and incredibly tempting prices to lure you in.",imagem,"Cartoon stick-figure scene of characters reacting to: professional-looking websites, and incredibly tempting price",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0116.png
"00:06:28,103","00:06:31,526","You click, you add to cart, you enter your credit",avatar,,
"00:06:31,526","00:06:34,949","card details, and then... nothing. Your order never arrives, your",imagem,"Cartoon stick-figure scene of characters reacting to: card details, and then... nothing. Your order never arrives,",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0118.png
"00:06:34,949","00:06:38,372","money is gone, and the website vanishes faster than my",imagem,"Cartoon stick-figure scene of characters reacting to: money is gone, and the website vanishes faster than my",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0119.png
"00:06:38,372","00:06:41,796","motivation on a Monday morning. Sometimes, if you're ""lucky,"" you'll",avatar,,
"00:06:41,796","00:06:45,219","receive a cheap, knock-off version of what you ordered –",imagem,"Cartoon stick-figure scene of characters reacting to: receive a cheap, knock-off version of what you ordered –",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0121.png
"00:06:45,219","00:06:48,642",like getting a potato sack when you expected a designer,imagem,Cartoon stick-figure scene of characters reacting to: like getting a potato sack when you expected a designer,C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0122.png
"00:06:48,642","00:06:52,066",dress. These scams are particularly prevalent during holiday shopping seasons.,avatar,,
"00:06:52,066","00:06:55,489","Always check reviews, look for legitimate contact information, and be",imagem,"Cartoon stick-figure scene of characters reacting to: Always check reviews, look for legitimate contact informatio",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0124.png
"00:06:55,489","00:06:58,912",wary of prices that are unbelievably low. If a brand-new,imagem,Cartoon stick-figure scene of characters reacting to: wary of prices that are unbelievably low. If a brand-new,C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0125.png
"00:06:58,912","00:07:02,336","iPhone 15 is selling for $100, it’s not a bargain,",avatar,,
"00:07:02,336","00:07:04,390","it’s a trap, plain and simple.",imagem,"Cartoon stick-figure scene of characters reacting to: it’s a trap, plain and simple.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0127.png
"00:07:04,390","00:07:08,249","This one is a real heartbreaker, literally and financially. Imagine",imagem,"Cartoon stick-figure scene of characters reacting to: This one is a real heartbreaker, literally and financially. ",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0128.png
"00:07:08,249","00:07:12,109","meeting the perfect person online – they're charming, attentive, handsome,",avatar,,
"00:07:12,109","00:07:15,968",and seem to understand you better than anyone ever has.,imagem,Cartoon stick-figure scene of characters reacting to: and seem to understand you better than anyone ever has.,C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0130.png
"00:07:15,968","00:07:19,828","They live far away, often in another country, which explains",imagem,"Cartoon stick-figure scene of characters reacting to: They live far away, often in another country, which explains",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0131.png
"00:07:19,828","00:07:23,687",why you can't meet in person. After weeks or months,imagem,"Cartoon stick-figure scene of two stick-figures, one on a tiny island, the other on a distant continent, waving sadly at each other across a vast ocean, symbolizing long distance.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0132.png
"00:07:23,687","00:07:27,547","of intense digital courtship, they confess their undying love. Then,",avatar,,
"00:07:27,547","00:07:31,407","the inevitable happens: an ""emergency."" Their business deal went south,",imagem,"Cartoon stick-figure scene of a distressed stick-figure in a rumpled suit, standing amidst scattered papers and a broken 'Deal' sign, looking panicked over a failed business deal.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0134.png
"00:07:31,407","00:07:35,266","a family member is sick, they need money for a",imagem,"Cartoon stick-figure scene of a worried stick-figure tearfully holding a 'Sick Family' sign next to an empty wallet, looking pleadingly for financial help.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0135.png
"00:07:35,266","00:07:39,126","flight to finally meet you, or they're in some kind",imagem,"Cartoon stick-figure scene of a stick-figure with a hopeful yet desperate expression, holding an airplane ticket and an empty coin purse, looking at a distant destination for travel money.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0136.png
"00:07:39,126","00:07:42,985","of legal trouble. And because you're so deeply invested emotionally,",imagem,"Cartoon stick-figure scene of a stick-figure looking trapped in a tangled web of 'Love' strings, while another stick-figure gestures urgently from behind 'Legal Trouble' bars.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0137.png
"00:07:42,985","00:07:46,845",you send the money. Then more money. And more. Before,avatar,,
"00:07:46,845","00:07:50,705","you know it, you've emptied your savings, taken out loans,",imagem,"Cartoon stick-figure scene of a stick-figure looking distraught, standing beside a piggy bank shattered into pieces, surrounded by empty wallets and loan documents.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0139.png
"00:07:50,705","00:07:54,564","and maxed out credit cards, all for someone who never",imagem,"Cartoon stick-figure scene of a sad stick-figure holding multiple maxed-out credit cards, looking at a faded, blurry silhouette of an unknown person in the distance.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0140.png
"00:07:54,564","00:07:58,424",existed outside of their meticulously crafted persona. The FBI reported,imagem,"Cartoon stick-figure scene of a stick-figure sadly peeling back a mask from another stick-figure, revealing a blank, hollow face underneath, surrounded by digital screens.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0141.png
"00:07:58,424","00:08:02,283",that romance scams cost Americans over $1.3 billion in 2022,avatar,,
"00:08:02,283","00:08:06,143","alone. These scammers are psychological manipulators, playing on loneliness and",imagem,"Cartoon stick-figure scene of a shadowy stick-figure puppet master pulling strings attached to a lonely, isolated stick-figure, who looks sad and vulnerable, manipulated by loneliness.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0143.png
"00:08:06,143","00:08:10,002",the desire for connection. If your online sweetheart needs money,imagem,"Cartoon stick-figure scene of a hopeful stick-figure reaching out to a glowing screen, where another stick-figure is holding out an empty hand, requesting money from an online sweetheart.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0144.png
"00:08:10,002","00:08:13,862","for any reason, especially if you've never met them in",imagem,"Cartoon stick-figure scene of a stick-figure on a speeding heart-shaped vehicle abruptly hitting the brakes, sparks flying, realizing the 'love' ahead is a mirage.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0145.png
"00:08:13,862","00:08:17,722","person, slam on the brakes. It's not love, it's a",avatar,,
"00:08:17,722","00:08:18,880",very expensive illusion.,imagem,"Cartoon stick-figure scene of a stick-figure looking utterly defeated, standing amidst a pile of money transforming into shimmering, disappearing illusions, symbolizing an expensive illusion.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0147.png
"00:08:18,880","00:08:23,250","Number 3, The Utility or Government Impersonation Threat.",imagem,"Cartoon stick-figure scene of characters reacting to: Number 3, The Utility or Government Impersonation Threat.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0148.png
"00:08:23,250","00:08:26,649","Your phone rings, or you get a text message, and",avatar,,
"00:08:26,649","00:08:30,049","it's from someone claiming to be from your gas company,",avatar,,
"00:08:30,049","00:08:33,448","electric company, or even the IRS. The message is always",imagem,"Cartoon stick-figure scene of characters reacting to: electric company, or even the IRS. The message is always",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0151.png
"00:08:33,448","00:08:36,848","urgent and terrifying: ""Your power will be shut off in",avatar,,
"00:08:36,848","00:08:40,247","30 minutes if you don't pay your overdue bill immediately!""",imagem,"Cartoon stick-figure scene of characters reacting to: 30 minutes if you don't pay your overdue bill immediately!""",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0153.png
"00:08:40,247","00:08:43,647","or ""You owe back taxes and a warrant has been",avatar,,
"00:08:43,647","00:08:47,046","issued for your arrest!"" They demand payment right away, often",imagem,"Cartoon stick-figure scene of characters reacting to: issued for your arrest!"" They demand payment right away, oft",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0155.png
"00:08:47,046","00:08:50,446","insisting on gift cards, wire transfers, or cryptocurrency, because, you",avatar,,
"00:08:50,446","00:08:53,845","know, that's how legitimate government agencies and utility companies collect",avatar,,
"00:08:53,845","00:08:57,245","payments. Yeah, no. These scams rely on fear and urgency",imagem,"Cartoon stick-figure scene of characters reacting to: payments. Yeah, no. These scams rely on fear and urgency",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0158.png
"00:08:57,245","00:09:00,644",to bypass your common sense. No legitimate utility company will,avatar,,
"00:09:00,644","00:09:04,044","threaten immediate shut-off without multiple prior warnings, and they certainly",imagem,"Cartoon stick-figure scene of characters reacting to: threaten immediate shut-off without multiple prior warnings,",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0160.png
"00:09:04,044","00:09:07,443",won't demand payment via gift cards. The IRS will never,avatar,,
"00:09:07,443","00:09:10,843",call you out of the blue threatening arrest. They do,avatar,,
"00:09:10,843","00:09:14,242","everything by mail, and they're notoriously slow, not lightning-fast with",imagem,"Cartoon stick-figure scene of characters reacting to: everything by mail, and they're notoriously slow, not lightn",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0163.png
"00:09:14,242","00:09:17,642","threats. If you get one of these calls, hang up.",avatar,,
"00:09:17,642","00:09:21,041","If you're genuinely concerned, call the utility company or the",imagem,"Cartoon stick-figure scene of characters reacting to: If you're genuinely concerned, call the utility company or t",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0165.png
"00:09:21,041","00:09:24,441",IRS directly using the number on their official website or,avatar,,
"00:09:24,441","00:09:27,840","your bill, not the number the scammer gives you. Your",imagem,"Cartoon stick-figure scene of characters reacting to: your bill, not the number the scammer gives you. Your",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0167.png
"00:09:27,840","00:09:31,240",money and your freedom are not decided by a prepaid,avatar,,
"00:09:31,240","00:09:31,580",Visa.,texto,,
"00:09:31,580","00:09:34,873","Finding an affordable place to live is stressful enough, but",avatar,,
"00:09:34,873","00:09:38,166","then you stumble upon it: the perfect apartment. Great location,",imagem,Cartoon stick-figure scene of characters reacting to: then you stumble upon it: the perfect apartment. Great locat,C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0171.png
"00:09:38,166","00:09:41,460","beautiful photos, unbelievably low rent. You contact the ""landlord,"" who",avatar,,
"00:09:41,460","00:09:44,753","is always conveniently out of town or abroad, so they",imagem,"Cartoon stick-figure scene of characters reacting to: is always conveniently out of town or abroad, so they",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0173.png
"00:09:44,753","00:09:48,047",can't show you the place in person. They'll tell you,avatar,,
"00:09:48,047","00:09:51,340","to drive by, look through the windows, and if you",imagem,"Cartoon stick-figure scene of characters reacting to: to drive by, look through the windows, and if you",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0175.png
"00:09:51,340","00:09:54,634","like it, they'll send you a lease agreement. All you",avatar,,
"00:09:54,634","00:09:57,927",need to do is send the first month's rent and,avatar,,
"00:09:57,927","00:10:01,220",security deposit via wire transfer or some other non-traceable method,imagem,"Cartoon stick-figure scene of a stick-figure nervously wire-transferring money, a computer screen showing 'untraceable transaction' as they worry about a security deposit.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0178.png
"00:10:01,220","00:10:04,514","to secure the place. You send the money, excited about",avatar,,
"00:10:04,514","00:10:07,807","your new digs, and then... crickets. The ""landlord"" vanishes, the",imagem,"Cartoon stick-figure scene of a stick-figure excitedly imagining a new apartment, then looking utterly bewildered as crickets chirp in an empty inbox, the 'landlord' vanished.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0180.png
"00:10:07,807","00:10:11,101","ad disappears, and you realize you just sent thousands of",avatar,,
"00:10:11,101","00:10:14,394","dollars to someone who doesn't own the property, or perhaps",avatar,,
"00:10:14,394","00:10:17,688",the property doesn't even exist as a rental. These scammers,imagem,"Cartoon stick-figure scene of a stick-figure standing confused in front of a charming house, a 'For Sale' sign visible, realizing it's not the advertised rental property.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0183.png
"00:10:17,688","00:10:20,981",often steal photos from real estate listings or even Google,avatar,,
"00:10:20,981","00:10:24,274",Street View. It's like finding a unicorn that promises to,imagem,"Cartoon stick-figure scene of a stick-figure looking at a laptop displaying Google Street View, a whimsical unicorn in the background promising riches, but with a sly grin.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0185.png
"00:10:24,274","00:10:27,568","pay your bills, but only if you give it all",avatar,,
"00:10:27,568","00:10:30,861","your money first. Always, always insist on seeing the property",avatar,,
"00:10:30,861","00:10:34,155","in person, meeting the landlord, and never send money for",imagem,"Cartoon stick-figure scene of a stick-figure shaking hands with a friendly landlord inside a cozy apartment, emphasizing meeting in person before any money changes hands.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0188.png
"00:10:34,155","00:10:36,790",a place you haven't physically toured or verified.,avatar,,
"00:10:36,790","00:10:40,440","Number 1, The Multi-Level Marketing (MLM) Scheme.",imagem,"Cartoon stick-figure scene of a stick-figure pointing dramatically at a large, bold sign that reads: 'Number 1: The Multi-Level Marketing (MLM) Scheme!'",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0190.png
"00:10:40,440","00:10:44,112","This one might surprise you, but it’s arguably the most",avatar,,
"00:10:44,112","00:10:47,784","insidious and widespread ""everyday scam"" because it’s so effectively disguised",imagem,"Cartoon stick-figure scene of a slick stick-figure presenting a shiny, appealing 'opportunity' brochure, its dark, insidious shadow subtly stretching across the floor, revealing a scam.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0192.png
"00:10:47,784","00:10:51,456",as a legitimate business opportunity. You get invited to a,avatar,,
"00:10:51,456","00:10:55,129","""business presentation"" by an enthusiastic friend or acquaintance. They talk",imagem,Cartoon stick-figure scene of an overly enthusiastic stick-figure friend gesticulating wildly during a 'business presentation' to a slightly skeptical but polite stick-figure audience member.,C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0194.png
"00:10:55,129","00:10:58,801","about financial freedom, being your own boss, and how you",avatar,,
"00:10:58,801","00:11:02,473","can earn passive income by selling amazing products and, more",avatar,,
"00:11:02,473","00:11:06,146","importantly, recruiting others to do the same. You buy an",imagem,"Cartoon stick-figure scene of a stick-figure excitedly handing a massive, expensive 'starter kit' to another stick-figure, eagerly pointing towards a line of potential recruits.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0197.png
"00:11:06,146","00:11:09,818","expensive starter kit, attend endless motivational meetings, and spend your",avatar,,
"00:11:09,818","00:11:13,490",days hounding friends and family to buy products or join,imagem,"Cartoon stick-figure scene of a desperate stick-figure chasing reluctant friends and family, thrusting various products at them, trying to convince them to buy or join.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0199.png
"00:11:13,490","00:11:17,163","your ""team."" The truth? Statistics consistently show that over 99%",avatar,,
"00:11:17,163","00:11:20,835","of people in MLMs lose money, with the vast majority",imagem,"Cartoon stick-figure scene of a large group of sad stick-figures, pockets turned inside out, surrounded by discarded 'business' materials, symbolizing money lost in MLMs.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0201.png
"00:11:20,835","00:11:24,507","of revenue coming from recruiting new distributors, not selling actual",avatar,,
"00:11:24,507","00:11:28,180",products. It’s a pyramid scheme with a product attached to,imagem,"Cartoon stick-figure scene of a wobbly stick-figure pyramid scheme, disguised with a tiny, almost comical product balanced precariously on its very top, ready to collapse.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0203.png
"00:11:28,180","00:11:31,852","make it seem legal, like putting a fancy hat on",avatar,,
"00:11:31,852","00:11:35,524",a snake and calling it a fashion consultant. You're not,imagem,"Cartoon stick-figure scene of a snake wearing a tiny, elegant fedora and a monocle, confidently gesturing with a cane while a human stick-figure awkwardly introduces it as a ""fashion consultant"" in a brightly lit boutique.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0205.png
"00:11:35,524","00:11:39,197",building a business; you're just paying to be part of,avatar,,
"00:11:39,197","00:11:42,869",an elaborate system designed to enrich those at the very,avatar,,
"00:11:42,869","00:11:46,541","top. It preys on hope, ambition, and community, turning friendships",imagem,"Cartoon stick-figure scene of a towering, shadowy pyramid structure with sharp teeth, looming over a group of tiny, hopeful stick-figures. One stick-figure sadly points a friend towards a ""Sales Target"" sign.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0208.png
"00:11:46,541","00:11:50,214",into sales targets and leaving a trail of debt and,avatar,,
"00:11:50,214","00:11:53,886",broken dreams. If the primary way to earn money is,imagem,"Cartoon stick-figure scene of a stick-figure frantically sprinting away from a collapsing stack of ""Recruitment Bonus"" boxes and scattered ""Broken Dreams"" signs, leaving behind a group of confused, sad stick-figures.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0210.png
"00:11:53,886","00:11:56,090","by recruiting others, run, don't walk.",avatar,,
"00:11:56,090","00:11:59,571",That's all for today. I'll be making similar videos in,imagem,"Cartoon stick-figure scene of a friendly stick-figure waving goodbye from behind a desk with a ""THE END"" sign, while a large, inviting ""SUBSCRIBE"" button hovers above a computer screen in the foreground.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0212.png
"00:11:59,571","00:12:01,660",the future. Subscribe to see them.,avatar,,
